Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
46787,Uncle Tom's Cabin,Harriet Beecher Stowe,"Stowe, Harriet Beecher",,,,0,3.85,Wordsworth Classics,Paperback,438,1999,1852,,7/15/17,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
62446,The Prince and the Pauper,Mark Twain,"Twain, Mark",Everett H. Emerson,0451528352,9780451528353,0,3.85,Signet,Paperback,240,2002,1881,,7/15/17,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
93101,The Arabian Nights,Anonymous,"Anonymous, Anonymous","Richard Francis Burton, Haralambie GrÄƒmescu, A.S. Byatt",0812972147,9780812972146,0,4.05,Modern Library,Paperback,1049,2004,800,,7/15/17,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
76740,The Demolished Man,Alfred Bester,"Bester, Alfred",,1857988221,9781857988222,0,3.99,Millenium,Paperback,250,1999,1953,,7/15/17,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
7723,The Metamorphosis and Other Stories,Franz Kafka,"Kafka, Franz","Jason Baker, Donna Freed",1593080298,9781593080297,0,4.04,Barnes  Noble Classics,Paperback,224,2003,1915,,7/15/17,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,0441788386,9780441788385,5,3.91,Ace,Paperback,528,1991,1961,,7/15/17,,,read,,,,1,,,0,,,,,
32829,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne,"Verne, Jules",,0553213970,9780553213973,0,3.85,Bantam,Paperback,240,2006,1864,,7/15/17,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
24830,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",,000712774X,9780007127740,0,4.14,Voyager Classics / Harper Collins,Paperback,186,2002,1951,,7/15/17,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,0062024035,9780062024039,0,4.21,Katherine Tegen Books,Paperback,487,2012,2011,,7/15/17,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
29579,Foundation (Foundation #1),Isaac Asimov,"Asimov, Isaac",,0553803719,9780553803716,0,4.15,Bantam,Hardcover,244,2004,1951,,7/15/17,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,0812550706,9780812550702,5,4.3,TOR,Mass Market Paperback,324,1994,1985,,7/15/17,,,read,,,,1,,,0,,,,,
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,0679785892,9780679785897,0,4.08,Vintage Books,Paperback,204,1998,1971,,7/15/17,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
888628,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,0441007465,9780441007462,5,3.89,Ace Books,Paperback,261,2000,1984,,7/15/17,,,read,,,,1,,,0,,,,,
222472,"Halting State (Halting State, #1)",Charles Stross,"Stross, Charles",,0441014984,9780441014989,0,3.8,Ace Books,Hardcover,351,2007,2007,,7/15/17,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
65692,"Just a Geek: Unflinchingly honest tales of the search for life, love, and fulfillment beyond the Starship Enterprise",Wil Wheaton,"Wheaton, Wil","Neil Gaiman, John Kovalic",059600768X,9780596007683,0,3.89,O'Reilly Media,Hardcover,267,2004,2004,,7/15/17,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
5479,Brave New World / Brave New World Revisited,Aldous Huxley,"Huxley, Aldous",Christopher Hitchens,0060776099,9780060776091,0,4.17,Harper Perennial Modern Classics,Paperback,340,2005,1932,,7/15/17,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,0380508567,9780380508563,0,4.4,,Paperback,679,1974,1953,,7/15/17,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
53764,The Great Dune Trilogy  ,Frank Herbert,"Herbert, Frank",,0575070706,9780575070707,0,4.36,Gollancz,Paperback,910,2005,1979,,7/15/17,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
58033,Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,William Shakespeare,"Shakespeare, William","Sylvan Barnet, Alvin Kernan, Russell Fraser",0451527291,9780451527295,0,4.42,Signet Book,Paperback,592,1998,1982,,7/15/17,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
8320840,H.P. Lovecraft:  The Complete Fiction,H.P. Lovecraft,"Lovecraft, H.P.",S.T. Joshi,1435122968,9781435122963,0,4.36,Barnes & Noble,Leather Bound,1098,2011,2008,,7/15/17,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,0151010269,9780151010264,4,4.28,Houghton Mifflin Harcourt,Hardcover,400,2003,1950,,7/15/17,,,read,,,,1,,,0,,,,,
954674,"Little Brother (Little Brother, #1)",Cory Doctorow,"Doctorow, Cory",,0765319853,9780765319852,5,3.93,Tor Books,Hardcover,382,2008,2008,,7/15/17,,,read,,,,1,,,0,,,,,
6080337,"The Year of the Flood  (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,0385528779,9780385528771,0,4.06,Doubleday Nan A. Talese,Hardcover,431,2009,2009,,7/15/17,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
13202200,"Casting Off (Wool, #3)",Hugh Howey,"Howey, Hugh",,,,0,4.34,Broad Reach Publishing,Kindle Edition,122,2011,2011,,7/15/17,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,4,4.28,Crown Publishers,Hardcover,374,2011,2011,,7/15/17,,,read,,,,1,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",Felisberto Albuquerque,0060929871,9780060929879,5,3.98,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,7/15/17,,,read,,,,1,,,0,,,,,
31287693,Dragon Teeth,Michael Crichton,"Crichton, Michael",,0008173060,9780008173067,0,3.77,HarperCollins Publishers,Hardcover,295,2017,2017,,7/15/17,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",,0060892994,9780060892999,0,3.98,HarperCollins EOS,Paperback,335,2006,1959,,7/15/17,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,0393312836,9780393312836,0,3.99,W. W. Norton  Company,Paperback,212,1995,1962,,7/15/17,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,158049580X,9781580495806,0,4.17,Prestwick House Inc.,Paperback,76,2005,1895,,7/15/17,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
480204,The Phantom of the Opera,Gaston Leroux,"Leroux, Gaston",Alexander Teixeira de Mattos,0060809248,9780060809249,0,3.97,Harper Perennial,Paperback,360,1987,1910,,7/15/17,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,1857989341,9781857989342,0,4.09,Millenium,Paperback,288,2000,1972,,7/15/17,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,,,5,4.17,New American Library,Mass Market Paperback,326,1950,1949,,7/15/17,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,0439023483,9780439023481,4,4.33,Scholastic Press,Hardcover,374,2008,2008,,7/15/17,,,read,,,,1,,,0,,,,,
15847717,"Young Zaphod Plays It Safe (Hitchhiker's Guide to the Galaxy, #0.5)",Douglas Adams,"Adams, Douglas",,5511976873,9785511976877,0,3.69,Book On Demand Ltd.,Paperback,11,2012,1986,,7/15/17,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
185200,The Magic Engineer (The Saga of Recluce #3),L.E. Modesitt Jr.,"Jr., L.E. Modesitt",,0812534050,9780812534054,3,4.01,Tor Fantasy,Mass Market Paperback,617,1995,1994,,7/15/17,,,read,,,,1,,,0,,,,,
119324,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"Pullman, Philip",,0679879250,9780679879251,4,4.12,Knopf Books for Young Readers,Hardcover,326,1997,1997,,7/15/17,,,read,,,,1,,,0,,,,,
13810,Magician: Master (The Riftwar Saga #2),Raymond E. Feist,"Feist, Raymond E.",,0553564935,9780553564938,5,4.26,Spectra Books,Mass Market Paperback,499,1993,1982,,7/15/17,,,read,,,,1,,,0,,,,,
22875,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",Stephen R. Donaldson,"Donaldson, Stephen R.",,0345418476,9780345418470,0,3.97,Del Rey,Paperback,496,1997,1982,,7/15/17,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
43916,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,"Feist, Raymond E.",,0586217835,9780586217832,5,4.33,HarperCollins,Paperback,681,2009,1982,,7/15/17,,,read,,,,1,,,0,,,,,
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,,,3,4.23,Spectra,Kindle Edition,675,2002,1996,,7/15/17,,,read,,,,1,,,0,,,,,
44687,"Enchanters' End Game (The Belgariad, #5)",David Eddings,"Eddings, David",,0345300785,9780345300782,3,4.18,Del Rey,Mass Market Paperback,384,1984,1984,,7/15/17,,,read,,,,1,,,0,,,,,
5907,The Hobbit or There and Back Again,J.R.R. Tolkien,"Tolkien, J.R.R.",,0618260307,9780618260300,5,4.26,Houghton Mifflin,Paperback,366,2002,1937,,7/15/17,,,read,,,,1,,,0,,,,,
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,0756410436,9780756410438,0,3.91,DAW Books,Hardcover,159,2014,2014,,7/15/17,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
301082,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,"Harris, Charlaine",,0441008534,9780441008537,0,3.96,Ace Books,Mass Market Paperback,292,2001,2001,,7/15/17,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,0553383043,9780553383041,0,4,Bantam Spectra,Paperback,183,2004,1968,,7/15/17,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
153008,"Kushiel's Dart (PhÃ¨dre's Trilogy, #1)",Jacqueline Carey,"Carey, Jacqueline",,0330493744,9780330493741,0,4.04,Tor Fantasy,Paperback,1015,2003,2001,,7/15/17,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
61975,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"McCaffrey, Anne",,0345484266,9780345484260,0,4.1,Del Rey,Paperback,299,2005,1968,,7/15/17,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
27712,The Neverending Story,Michael Ende,"Ende, Michael","Ralph Manheim, Roswitha Quadflieg",0525457585,9780525457589,0,4.18,Dutton Children's Books,Hardcover,396,1997,1979,,7/15/17,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,0440242940,9780440242949,0,4.22,Dell Publishing Company,Mass Market Paperback,850,2005,1991,,7/15/17,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
104089,Tigana,Guy Gavriel Kay,"Kay, Guy Gavriel",,0451457765,9780451457769,0,4.12,Roc,Paperback,676,1999,1990,,7/15/17,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
243298,"The Shining Ones (The Tamuli, #2)",David Eddings,"Eddings, David",,0345388666,9780345388667,2,3.96,Del Rey,Mass Market Paperback,472,1994,1993,,7/15/17,,,read,,,,1,,,0,,,,,
589979,"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,"Feist, Raymond E.",Janny Wurts,055327211X,9780553272116,4,4.26,Spectra,Mass Market Paperback,421,1988,1987,,7/15/17,,,read,,,,1,,,0,,,,,
24337,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,"Levine, Gail Carson",,0590920685,9780590920681,0,3.98,Scholastic Books,Paperback,232,1998,1997,,7/15/17,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,055357339X,9780553573398,4,4.15,Spectra Books,Mass Market Paperback,448,1996,1995,,7/15/17,,,read,,,,1,,,0,,,,,
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,0060515198,9780060515195,0,4.02,HarperCollins HarperTorch,Mass Market Paperback,387,2006,2005,,7/15/17,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
43915,Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist,"Feist, Raymond E.","Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",0785127224,9780785127222,5,4.45,Marvel Comics Group,Hardcover,168,2007,1984,,7/15/17,,,read,,,,1,,,0,,,,,
179033,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Stephen R. Donaldson,"Donaldson, Stephen R.",,0006473296,9780006473299,0,3.79,HarperCollins Publishers,Paperback,1160,1996,1977,,7/15/17,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
61942,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey,"McCaffrey, Anne",,0785729194,9780785729198,0,4.23,Turtleback Books,Hardcover,864,1988,1968,,7/15/17,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
68418,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",R.A. Salvatore,"Salvatore, R.A.",,0786915889,9780786915880,5,4.34,Wizards of the Coast,Paperback,808,2000,1995,,7/15/17,,,read,,,,1,,,0,,,,,
1170158,The Earthsea Trilogy,Ursula K. Le Guin,"Guin, Ursula K. Le",,0140050930,9780140050936,0,4.26,Penguin Books Limited,Paperback,478,1979,1972,,7/15/17,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
44660,"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",David Eddings,"Eddings, David",,0345340442,9780345340443,4,4.28,Ballantine Books (P),Mass Market Paperback,1635,1986,1984,,7/15/17,,,read,,,,1,,,0,,,,,
2041545,"The Riftwar Saga (The Riftwar Saga, #1-4)",Raymond E. Feist,"Feist, Raymond E.",,0553333240,9780553333244,5,4.39,Bantam,Paperback,,1988,2012,,7/15/17,,,read,,,,1,,,0,,,,,
35233,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",Robert Jordan,"Jordan, Robert",,0812538366,9780812538366,5,4.44,Tor Books,Paperback,2272,1993,1990,,7/15/17,,,read,,,,1,,,0,,,,,
987951,The Sword of the Shannara and The Elfstones of Shannara,Terry Brooks,"Brooks, Terry",,0345455401,9780345455406,0,4.11,Del Rey Books,ebook,0,2002,1998,,7/15/17,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
5533041,"Assassin's Apprentice / Royal Assassin (Farseer Trilogy, #1-2)",Robin Hobb,"Hobb, Robin",,,,4,4.36,Bantam,Kindle Edition,448,2002,,,7/15/17,,,read,,,,1,,,0,,,,,
1111600,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",Robert Jordan,"Jordan, Robert",,0312875045,9780312875046,5,4.38,,,,,1990,,7/15/17,,,read,,,,1,,,0,,,,,
286507,"Demon Lord of Karanda (The Malloreon, #3)",David Eddings,"Eddings, David",,0345363310,9780345363312,3,4.06,Del Rey Books,Mass Market Paperback,404,1989,1988,,7/15/17,,,read,,,,1,,,0,,,,,
8320534,Raymond E. Feist's Magician Master,Bryan J.L. Glass,"Glass, Bryan J.L.","Tim Seeley, Hugo Petrus, Raymond E. Feist",0785139877,9780785139874,5,4.44,Marvel Comics Group,Hardcover,120,2012,2010,,7/15/17,,,read,,,,1,,,0,,,,,
149302,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,0586064176,9780586064177,4,4.08,Grafton Books,Mass Market Paperback,432,1986,1985,,7/15/17,,,read,,,,1,,,0,,,,,
