Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
35656221,A Monk's Guide to a Clean House and Mind,Shoukei Matsumoto,"Matsumoto, Shoukei",,184614969X,9781846149696,0,3.59,Penguin,Paperback,128,2018,2011,,1/17/18,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
35297297,The Gentle Art of Swedish Death Cleaning: How to Free Yourself and your Family from a Lifetime of Clutter,Margareta Magnusson,"Magnusson, Margareta",,1501173243,9781501173240,0,3.31,Scribner,Hardcover,128,2018,2017,,1/17/18,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,0060521996,9780060521998,0,3.98,Harper Paperbacks,Paperback,286,2003,1997,,1/14/18,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,0062301233,9780062301239,4,4.23,Ecco,Hardcover,400,2015,2015,10/26/17,10/26/17,,,read,,,,1,,,0,,,,,
17591758,The Total Money Makeover: A Proven Plan for Financial Fitness (Classic Edition),Dave Ramsey,"Ramsey, Dave",,1595555277,9781595555274,0,4.29,Thomas Nelson,Hardcover,237,2013,2003,,1/3/18,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
327051,Reasons and Persons,Derek Parfit,"Parfit, Derek",,019824908X,9780198249085,0,4.24,Oxford University Press,Paperback,543,1986,1984,,12/26/17,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie KondÅç,"KondÅç, Marie","Cathy Hirano, _œ_°Ñ€_¸ _______´__, _¢_µ___´__Ñ€_° _‘___¶_¸_»Ñ‡_µ___°",1607747308,9781607747307,5,3.81,Ten Speed Press,Hardcover,224,2014,2011,12/13/17,7/15/17,,,read,"The Big Idea:<br/><br/>This is a minimalist manefesto that read much like Getting Things Done: a time by someone who has spent much more time than me thinking about the topic. In this case: Tidy in the right order; do each in complete steps. Thereâ€™s some spiritual fluff that I chose to take as metaphor, and look forward to going through a full Spring Cleaning with this books as a guide. Iâ€™d do that now, but have some specific life requirements that delay that cleaning ~6 months. <br/>Â <br/>Highlights:<br/>Â <br/><br/><br/>â€œBut when we really delve into the reasons for why we canâ€™t let something go, there are only two: an attachment to the past or a fear for the future.â€ù <br/><br/>â€œClutter is caused by a failure to return things to where they belong. Therefore, storage should reduce the effort needed to put things away, not the effort needed to get them out.â€ù <br/><br/><br/>Actionable Items:<br/><br/>Do a full Spring Cleaning with this books as a guide<br/><br/>Fold socks and T-shirtâ€™s better<br/><br/><br/><br/>Other Notes & Takeaways:<br/>I was surprised how much I liked this book. <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
237209,"In the Woods (Dublin Murder Squad, #1)",Tana French,"French, Tana",,0670038601,9780670038602,0,3.76,Viking,Hardcover,429,2007,2007,,12/22/17,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
6570928,The Total Money Makeover Workbook,Dave Ramsey,"Ramsey, Dave",,,,0,4.31,,Kindle Edition,245,,2003,,12/21/17,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
25614984,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Marie KondÅç,"KondÅç, Marie",,1607749726,9781607749721,3,3.87,Ten Speed Press,Hardcover,291,2016,2016,12/10/17,12/11/17,,,read,"The Big Idea:<br/><br/>""Get rid of stuff that doesn't """"spark joy"""" in your life.  Systematically go through everything you own, and remove the extras.  This book is the follow-up/best practices to """"The Life-Changing Magic of Tidying Up"""" which I haven't yet read. <br/> Parts are mumbo-jumbo, parts are spiritual twins to Getting Things Done.  In the same vein as GTD, I expect to try the method when I have the time/headspace, and see what sticks.  She's clearly thought alot about this tidying thing, and her experience seems worthy of leverage for our next spring-cleaning.<br/><br/>This definitely seems like a book better read than listened to.""<br/>Â <br/>Highlights:<br/>Â <br/>â€œDiscarding is not the point; what matters is keeping those things that bring you joy. If you discard everything until you have nothing left but an empty house, I donâ€™t think youâ€™ll be happy living there. Our goal in tidying should be to create a living environment filled with the things we love.â€ù I like the idea of simplicity in this way.<br/><br/>â€œI want to live my life in such a way that it colors my things with memories.â€ù Adventure!<br/><br/>â€œHaving spent most of my life looking at things of every description, including those in my clientsâ€™ homes, I have discovered three common elements involved in attraction: the actual beauty of the object itself (innate attraction), the amount of love that has been poured into it (acquired attraction), and the amount of history or significance it has accrued (experiential value).â€ù <br/><br/><br/>Actionable Items:<br/><br/>""Read """"The Life-Changing Magic of Tidying Up""""""<br/><br/>Try the konmari method.<br/><br/>Fold clothes.<br/><br/>Other Notes & Takeaways:<br/>""For a """"best practices"""" book, I found surprisingly few ideas that stuck with me.  I do want to try the konmari method when I get time though.""<br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",Nell Scovell,0385349947,9780385349949,3,3.95,Knopf,Hardcover,217,2013,2013,12/5/17,12/8/17,,,read,"The Big Idea:<br/><br/>""The book was very focused on Leaning In to ones career, with a strong focus on the careers and lives of women in the 21st century. Through personal and narrative examples she tries to demonstrate how she thinks about work/life balnce, how careers are jungle gyms rather than ladders, and how we might find a future where women and men are not the same but are equal. <br/><br/>I donâ€™t know whether itâ€™s that sheâ€™s preaching to the choir and I already believe, a latent unrecognized sexism,Â or just a disconnect between her as a senior executive whoâ€™s been lucky and successful and the reality of most people, but this book was just OK to me.  I started and stopped the audiobook a couple times, both due to the current political climate (I read this as the Weinstein/Hollywood/Policical sexual harrassment scandals were ramping up), and because I didn't feel compelled by the narrative.Â  I'm glad that I have experienced it, but I was hoping for something better and groundbreaking or truly thought provoking. Maybe my expectations were just too high. The things that stuck with me were smaller things that were less related to the main theme, but mostly this was an ok business memoir. ""<br/>Â <br/>Highlights:<br/>Â <br/>""â€œLeadership is about making others better as a result of your presence and making sure that impact lasts in your absence.""""<br/>(Harvard Business School definition of leadership). This really stuck with me as a quality definition of Leadership, and one I directly aspire to emulate""<br/><br/>â€œCareers are a jungle gym, not a best parts of the book that aligned with the main theme were related to this. <br/><br/>â€œSuccess and likeability are positively correlated for men and negatively for women. When a man is successful, he is liked by both men and women. When a woman is successful, people of both genders like her less.â€ù I already groked this, which might be why much of the book fell flat for me. <br/><br/><br/>Actionable Items:<br/><br/>Work on my own definition and process for receiving/giving mentoring<br/><br/>Actively solicit advice/request feedback<br/><br/>Manage my career/life, maybe set up Personal Board of Directors<br/><br/>Other Notes & Takeaways:<br/>""Mentoring:<br/>-Pointed questions, tailored to audience<br/>-Do homework on who you are talking to and what you are asking<br/>-Donâ€™t ask for a mentor, ask for specific help<br/><br/>Soliciting advice/requesting feedback:<br/>-What can I do better?<br/>-Commitment to Weekly feedback: allows boss/employee, mentor/mentee, coach/player to be aired and discussed quickly<br/><br/>Maternal gate keeping: mom telling dad what to do<br/>""<br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
27213329,Grit,Angela Duckworth,"Duckworth, Angela",,1443442313,9781443442312,4,4.07,Collins,Hardcover,352,2016,2016,,10/26/17,,,read,"The Big Idea<br/><br/>Success equals effort times skill. Skill equals talent times effort. Effort counts twice.<br/><br/>This book feels like it doesnâ€™t really deserve its own named theory. Itâ€™s a great book when building on other theories and providing examples, but itâ€™s at its worst when describing the development and process of the Grit theory itself. How is it different than Carol Dwekâ€™s Growth Mindset? She even mentions that in every avenue examined, Growth Mindset and Grit go together. Itâ€™s not really clear why other than so that she gets to put her name on the Theory. It seems that recent science (per wikipedia) bears out that there's little meaningful difference between Grit and Conscientiousness (from the Big 5 Traits)<br/><br/><br/><br/>Highlights<br/><br/>Authoritative parenting or coaching: supportive and demanding<br/><br/>Growth Mindset (especially as described in her west point stories) can be developed.<br/><br/>Will Smith: ridiculous work ethic ""I will die on the treadmill""<br/><br/>treadmill test of grit<br/><br/>""Staying on the treadmill is one thing, and I do think itâ€™s related to staying true to our commitments even when weâ€™re not comfortable. But getting back on the treadmill the next day, eager to try again, is in my view even more reflective of grit. Because when you donâ€™t come back the next dayâ€”when you permanently turn your back on a commitmentâ€”your effort plummets to zero. As a consequence, your skills stop improving, and at the same time, you stop producing anything with whatever skills you have.""<br/><br/><br/><br/>Actionable Items<br/><br/>Mcconahey: sweat for an hour a day / one sweat a day<br/><br/>Three-step process for prioritizing (from Warren Buffet):<br/>â€¢ Write down your top 25 major/career goals on a single piece of paper.<br/>â€¢ Put the top five on one list and the remaining 20 on a second list.<br/>â€¢ Circle only your top five options. Do these.<br/>â€¢ Look at the 20 things that you did not choose, and avoid them like the plague (at all costs).<br/><br/>The Hard Thing Rule<br/>-everyone has to do a Hard Thing. Soccer/piano/job/etc.<br/>-you can only quit at a logical stopping point; canâ€™t quit on a bad day<br/>-you get to pick your Hard Thing<br/><br/>idea - one hard thing in 3 categories (a la Tim Ferriss while traveling) <br/>-intellectual / language, <br/>-social / team, <br/>-kinesthetic / sport / martial art <br/><br/><br/><br/>Other Notes & Takeaways<br/><br/>Idea to ponder: ask for help<br/><br/>One story I think captures why I have a growth mindset even though I was permanent GATE in elementary and called smart: I enjoyed working to learn things, so rarely hit the wall of ""I canâ€™t learn this"" Format Consumed: Audiobook",,,1,,,0,,,,,
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,"Lewis, Michael",,0393324818,9780393324815,5,4.26,W. W. Norton  Company,Paperback,317,2004,2003,11/18/17,11/18/17,,,read,Michael Lewisâ€™ best book<br/><br/>Things Iâ€™m pondering: the value of using analysis to find tool for different thinking<br/><br/>Takeaways: none really,,,1,,,0,,,,,
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,"Strauss, Neil",,0060554738,9780060554736,4,3.74,It Books,Hardcover,464,2005,2005,,7/15/17,,,read,,,,1,,,0,,,,,
11597,The Dark Half,Stephen King,"King, Stephen",,045052468X,9780450524684,4,3.76,New English Library,Paperback,469,1990,1989,,7/15/17,,,read,,,,1,,,0,,,,,
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,"King, Stephen",,0451210859,9780451210852,4,4.23,Signet,Paperback,463,2003,1987,,7/15/17,,,read,,,,1,,,0,,,,,
5507552,Emergency: This Book Will Save Your Life,Neil Strauss,"Strauss, Neil",,0060898771,9780060898779,5,3.8,It Books,Paperback,432,2009,2009,,7/15/17,,,read,,,,1,,,0,,,,,
21856367,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,147670869X,9781476708690,4,4.07,Simon and Schuster,Hardcover,528,2014,2014,10/28/17,10/28/17,,,read,Interesting history of computers as told through the stories of the primary inventors of various key technologies. Would recommend. ,,,1,,,0,,,,,
40395,"A Princess of Mars (Barsoom, #1)",Edgar Rice Burroughs,"Burroughs, Edgar Rice",John Seelye,0143104888,9780143104889,4,3.8,Penguin Books,Paperback,186,2007,1912,10/26/17,10/26/17,,,read,Very enjoyable and well paced. The literary version of a summer blockbuster. ,,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earthâ€™s Past #1),Liu Cixin,"Cixin, Liu","Cixin Liu, Ken Liu",0765377063,9780765377067,4,4.05,Tor Books,Hardcover,400,2014,2007,10/5/17,10/26/17,,,read,"Interesting insight into a Chinese setting/culture and way to characterize/understand an alien race. Ok writing. Left with a few cool ideas, and an overall sense that it was both refreshingly different and poorly written. In the end, I donâ€™t think any of the ideas will stick with me the way the best sci-fi does. ",,,1,,,0,,,,,
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,1451648537,9781451648539,2,4.12,Simon & Schuster,Hardcover,656,2011,2011,10/20/17,7/15/17,,,read,"Poorly written and lacking an interesting narrative. Even with unprecedented access, Isaacson seems unable to capture the perspective of his subject and falls back on quotes of others much too often. ",,,1,,,0,,,,,
25733966,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Charles Duhigg,"Duhigg, Charles",,081299339X,9780812993394,4,3.92,Random House,Hardcover,400,2016,2016,10/11/17,10/13/17,,,read,,,,1,,,0,,,,,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,1400069289,9781400069286,5,4.07,Random House,Hardcover,375,2012,2012,,10/13/17,,,read,,,,1,,,0,,,,,
31554413,The Boy on the Bridge (The Girl With All the Gifts #2),M.R. Carey,"Carey, M.R.",,0316300330,9780316300339,4,3.98,Orbit,Hardcover,392,2017,2017,10/13/17,10/13/17,,,read,"The Boy on the Bridge = good continuation of the world of Girl With All the Gifts. Far from the best book ever, but continues the same pacing and flavor. ",,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,0439785960,9780439785969,4,4.56,Scholastic Inc.,Paperback,652,2006,2005,,7/20/17,,,read,,,,1,,,0,,,,,
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,0312577222,9780312577223,0,4.56,St. Martin's Press,Hardcover,440,2015,2015,,7/20/17,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
19486412,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,0399167064,9780399167065,0,4.25,Berkley,Hardcover,460,2014,2014,,7/20/17,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
11301989,The Hunger Games Trilogy,Suzanne Collins,"Collins, Suzanne",,,,2,4.48,Scholastic Press,Kindle Edition,1187,2011,2010,,7/20/17,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,0439064864,9780439064866,4,4.4,Arthur A. Levine Books / Scholastic Inc.,Hardcover,341,1999,1998,,7/20/17,,,read,,,,1,,,0,,,,,
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine",0743477111,9780743477116,4,3.74,Washington Square Press (Pocket Books),Mass Market Paperback,281,2002,1595,,7/20/17,,,read,,,,1,,,0,,,,,
83674,The Bridges of Madison County,Robert James Waller,"Waller, Robert James",,0446364495,9780446364492,0,3.59,Grand Central Publishing,Mass Market Paperback,224,1995,1992,,7/20/17,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
960,Angels & Demons,Dan Brown,"Brown, Dan",,1416524797,9781416524793,0,3.88,Pocket Books,Mass Market Paperback,736,2006,2000,,7/20/17,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,1594480001,9781594480003,0,4.28,Riverhead Books,Paperback,371,2004,2003,,7/20/17,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,0451529308,9780451529305,0,4.05,Signet Classics,Paperback,449,2004,1868,,7/20/17,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
233818,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,"O'Dell, Scott",,0440439884,9780440439882,0,3.82,Yearling Books,Paperback,184,1987,1960,,7/20/17,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
49041,"New Moon (Twilight, #2)",Stephenie Meyer,"Meyer, Stephenie",Luc Rigoureau,0316160199,9780316160193,2,3.53,"Little, Brown and Company",Hardcover,563,2006,2006,,7/20/17,,,read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,0439139600,9780439139601,4,4.55,Scholastic,Paperback,734,2002,2000,,7/20/17,,,read,,,,1,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,0545010225,9780545010221,4,4.63,Arthur A. Levine Books / Scholastic Inc.,Hardcover,759,2007,2007,,7/20/17,,,read,,,,1,,,0,,,,,
1162543,"Breaking Dawn (Twilight, #4)",Stephenie Meyer,"Meyer, Stephenie",,031606792X,9780316067928,2,3.7,"Little, Brown and Company",Hardcover,756,2008,2008,,7/20/17,,,read,,,,1,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,0439358078,9780439358071,4,4.48,Scholastic Inc.,Paperback,870,2004,2003,,7/20/17,,,read,,,,1,,,0,,,,,
428263,"Eclipse (Twilight, #3)",Stephenie Meyer,"Meyer, Stephenie",,0316160202,9780316160209,2,3.69,"Little, Brown and Company",Hardcover,629,2007,2007,,7/20/17,,,read,,,,1,,,0,,,,,
251688,Breakfast at Tiffany's,Truman Capote,"Capote, Truman",,0679745653,9780679745655,0,3.89,Vintage Books,Paperback,142,1993,1958,,7/20/17,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,0671027344,9780671027346,0,4.2,MTV Books/Pocket Books,Paperback,213,1999,1999,,7/20/17,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
2153405,Still Alice,Lisa Genova,"Genova, Lisa",,0595440096,9780595440092,0,4.31,iUniverse,Paperback,292,2007,2007,,7/20/17,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
23394889,City of Thieves,David Benioff,"Benioff, David",,,,0,4.29,Penguin Books,Kindle Edition,284,2008,2008,,7/20/17,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,"Grisham, John",,0385338600,9780385338608,0,4.05,Dell,Paperback,515,2004,1989,,7/20/17,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
6952,Like Water for Chocolate,Laura Esquivel,"Esquivel, Laura","Thomas  Christensen, Carol Christensen",0552995878,9780552995870,0,3.94,Random House Black Swan,Paperback,224,1993,1989,,7/20/17,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
66559,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,0307341542,9780307341549,0,3.95,Shaye Areheart Books,Hardcover,254,2006,2006,,7/20/17,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,1594633665,9781594633669,0,3.9,Riverhead Books,Hardcover,323,2015,2015,,7/20/17,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
18693716,One Plus One,Jojo Moyes,"Moyes, Jojo","shima derakhshesh, maryam meftahi",0525426582,9780525426585,0,3.95,Pamela Dorman Books,Hardcover,368,2014,2014,,7/20/17,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,0142001740,9780142001745,0,4.03,Penguin Books,Paperback,336,2003,2001,,7/20/17,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"McGonigal, Kelly",,1583334386,9781583334386,0,4.13,Avery,Hardcover,275,2011,2011,,7/15/17,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,0316346624,9780316346627,2,3.95,Back Bay Books,Paperback,301,2002,2000,,7/15/17,,,read,,,,1,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,0316010669,9780316010665,1,3.92,Back Bay Books,Paperback,296,2007,2005,,7/15/17,,,read,,,,1,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,0374275637,9780374275631,4,4.13,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,7/15/17,,,read,,,,1,,,0,,,,,
23878688,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,"Chapman, Gary",,,,0,4.24,Northfield Publishing,Kindle Edition,209,2014,1990,,7/15/17,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
52529,"The Secret (The Secret, #1)",Rhonda Byrne,"Byrne, Rhonda",,1582701709,9781582701707,1,3.65,Atria Books,Hardcover,199,2016,2006,,7/15/17,,,read,,,,1,,,0,,,,,
22463,The Origin of Species,Charles Darwin,"Darwin, Charles",,0785819118,9780785819110,0,3.99,Castle Books,Hardcover,703,2004,1859,,7/15/17,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,0553380168,9780553380163,4,4.16,Bantam Books,Paperback,212,1998,1988,,7/15/17,,,read,,,,1,,,0,,,,,
9010,"I Hope They Serve Beer in Hell (Tucker Max, #1)",Tucker Max,"Max, Tucker",,0806527285,9780806527284,4,3.51,Citadel,Paperback,288,2006,2006,,7/15/17,,,read,,,,1,,,0,,,,,
26887738,The Truth: An Uncomfortable Book About Relationships,Neil Strauss,"Strauss, Neil",,0060898763,9780060898762,0,4.19,"Dey St. Books, an imprint of William Morrow Publishers",Hardcover,448,2015,2015,,7/15/17,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
4922079,"One Second After (After, #1)",William R. Forstchen,"Forstchen, William R.",,0765317583,9780765317582,5,3.93,Forge Books,Hardcover,352,2009,2009,,7/15/17,,,read,,,,1,,,0,,,,,
376613,The Cobra Event,Richard   Preston,"Preston, Richard",,0679457143,9780679457145,3,4.01,Random House (NY),Hardcover,404,1997,1997,,7/15/17,,,read,,,,1,,,0,,,,,
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,"Preston, Richard",Î‘Î»Î_ÎºÎ¿Ï‚ ÎœÎ±Î_Ï‰Î»Î¯Î´Î·Ï‚,0385495226,9780385495226,5,4.11,Anchor Books,Paperback,352,1999,1994,,7/15/17,,,read,,,,1,,,0,,,,,
187065,"New Spring (Wheel of Time, #0)",Robert Jordan,"Jordan, Robert",,1841492612,9781841492612,3,4.04,Orbit,Paperback,423,2004,2004,,7/15/17,,,read,,,,1,,,0,,,,,
19691,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,"Clancy, Tom",,0425172902,9780425172902,3,4.05,Berkley Trade,Paperback,432,1999,1984,,7/15/17,,,read,,,,1,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,0141439491,9780141439495,3,3.56,Penguin Classics,Paperback,306,2003,1726,,7/15/17,,,read,,,,1,,,0,,,,,
6545608,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,"Junger, Sebastian",,0393337014,9780393337013,3,4.09,W. W. Norton & Company,Paperback,248,2009,1997,,7/15/17,,,read,,,,1,,,0,,,,,
10762697,The Farseer Trilogy (Farseer Trilogy #1-3),Robin Hobb,"Hobb, Robin",,1780481012,9781780481012,3,4.35,Harper Voyager,Paperback,1952,2013,2011,,7/15/17,,,read,,,,1,,,0,,,,,
34084,"The Waste Lands (The Dark Tower, #3)",Stephen King,"King, Stephen",Ned Dameron,0670032565,9780670032563,4,4.24,Viking Adult,Hardcover,422,2003,1991,,7/15/17,,,read,,,,1,,,0,,,,,
925367,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,"Boukreev, Anatoli",G. Weston DeWalt,0312965338,9780312965334,4,3.92,St. Martin's Paperbacks,Mass Market Paperback,297,1998,1997,,7/15/17,,,read,,,,1,,,0,,,,,
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,0385494785,9780385494786,4,4.14,Anchor Books,Paperback,368,1999,1997,,7/15/17,,,read,,,,1,,,0,,,,,
701780,Ship of Gold in the Deep Blue Sea,Gary Kinder,"Kinder, Gary",,0375703373,9780375703379,4,4.25,Vintage,Paperback,560,1999,1998,,7/15/17,,,read,,,,1,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,0307347974,9780307347978,4,3.98,DeBolsillo,Mass Market Paperback,175,2004,1953,,7/15/17,,,read,,,,1,,,0,,,,,
13129810,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,"Ferriss, Timothy",,0547884591,9780547884592,4,3.96,New Harvest,Hardcover,672,2012,2012,,7/15/17,,,read,,,,1,,,0,,,,,
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,0752864327,9780752864327,4,4,Orion,Paperback,566,2005,1980,,7/15/17,,,read,,,,1,,,0,,,,,
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,0375759239,9780375759239,4,3.81,Modern Library,Paperback,192,2002,1895,,7/15/17,,,read,,,,1,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti",0451528557,9780451528551,4,3.88,Signet Classics,Paperback,118,2002,1895,,7/15/17,,,read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,0804139024,9780804139021,5,4.4,Crown,Hardcover,369,2014,2012,,7/15/17,,,read,,,,1,,,0,,,,,
38210,The Art of Happiness,Dalai Lama XIV,"XIV, Dalai Lama",Howard C. Cutler,1573221112,9781573221115,2,4.15,Riverhead Hardcover,Hardcover,336,1998,1998,,7/15/17,,,read,,,,1,,,0,,,,,
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,"Obama, Barack",,0307237699,9780307237699,4,3.73,Crown,Hardcover,375,2006,2006,,7/15/17,,,read,,,,1,,,0,,,,,
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton",Jules Feiffer,0394820371,9780394820378,0,4.21,Random House Bullseye Books,Paperback,256,1996,1961,,7/15/17,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,0375831002,9780375831003,0,4.37,Alfred A. Knopf,Hardcover,552,2006,2005,,7/15/17,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
9418327,Bossypants,Tina Fey,"Fey, Tina",,,,0,3.95,Reagan Arthur Books,Kindle Edition,283,2011,2011,,7/15/17,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,1420925539,9781420925531,0,4.15,Digireads.com,Paperback,123,2005,1887,,7/15/17,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
191139,"Oh, The Places You'll Go!",Dr. Seuss,"Seuss, Dr.",,0679805273,9780679805274,5,4.35,Random House Books for Young Readers,Hardcover,44,1990,1990,,7/15/17,,,read,,,,1,,,0,,,,,
5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,"Grahame-Smith, Seth",Jane Austen,1594743347,9781594743344,0,3.29,Quirk Classics,Paperback,320,2009,2009,,7/15/17,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
43035,White Fang,Jack London,"London, Jack",,0439236193,9780439236195,4,3.96,Scholastic Paperbacks,Paperback,252,2001,1905,,7/15/17,,,read,,,,1,,,0,,,,,
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,0786838655,9780786838653,0,4.24,Disney Hyperion Books,Paperback,377,2006,2005,,7/15/17,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
